Chord,Total_Count,billboard,ireal-pro,isophonics,weimar-jazz
Bb:maj/6,4,4,0,0,0
B:11,4,4,0,0,0
F:maj6(9)/3,4,4,0,0,0
"D:maj6(b7,11)",4,4,0,0,0
E:7(b13)/3,4,4,0,0,0
E:maj/b5,4,4,0,0,0
C:sus2/5,4,4,0,0,0
A:(#5),4,4,0,0,0
B:maj7(b7)/3,4,4,0,0,0
Bb:min(9)/9,4,0,4,0,0
"Bb:aug(b7,b9)",4,0,4,0,0
"A:aug(b7,9)",4,0,4,0,0
E:maj(b9)/b9,4,0,4,0,0
Db:aug(b7),4,0,4,0,0
B:maj(b6)/b6,4,0,4,0,0
"F:7(#11,#9)",4,0,4,0,0
D#:min9(11),4,0,4,0,0
Ab:min6/b3,4,0,4,0,0
D:maj(b9)/b9,4,0,4,0,0
"G#:(3,b5,b7,b9,b13)",4,0,4,0,0
Ab:maj6/3,4,0,4,0,0
"D:sus4(b7,b9)",4,0,4,0,0
Gb:maj(#4)/#4,4,0,4,0,0
"F#:7(4,b9)/4",4,0,4,0,0
A:aug(7),4,0,4,0,0
"G#:7(b13,b9,11)",4,0,4,0,0
"B:7(#9,b6)/b6",4,0,4,0,0
Bb:7(6)/6,4,0,4,0,0
G:min6/b3,4,0,4,0,0
C#:7/5,4,0,4,0,0
Cb:maj6(9)/5,4,0,4,0,0
Cb:min6(9)/5,4,0,4,0,0
D#:maj7,4,0,4,0,0
"E:sus4(b7,b9)",4,0,4,0,0
"Ab:aug(b7,9)",4,0,4,0,0
E:min9/9,4,0,4,0,0
F#:min9/b7,4,0,4,0,0
D:9/5,4,0,3,1,0
Db:7(#4)/#4,4,0,4,0,0
Eb:maj9/9,4,0,4,0,0
C:9/3,4,0,4,0,0
"Ab:(3,b5,b7,b9)",4,0,4,0,0
Eb:min6/b3,4,0,4,0,0
A#:min7(b6)/b6,4,0,4,0,0
C#:maj(4)/4,4,0,4,0,0
A:min6/5,4,0,4,0,0
G#:maj(9),4,0,4,0,0
D:min(#1)/#1,4,0,4,0,0
F:min(9)/9,4,0,4,0,0
Bb:min7/b3,4,0,4,0,0
Gb:min6(#9)/#9,4,0,4,0,0
D:7(#1)/#1,4,0,4,0,0
G:sus4(b7)/b7,4,0,4,0,0
E:maj6(9)/9,4,0,4,0,0
Bb:sus4/4,4,0,4,0,0
Bb:sus4/5,4,0,4,0,0
D:sus4(9)/9,4,0,4,0,0
D:dim7(6)/6,4,0,4,0,0
G:min(4)/4,4,0,4,0,0
Db:9/b7,4,0,4,0,0
F#:maj(9)/9,4,0,4,0,0
G:9/9,4,0,4,0,0
C#:maj(b4)/b4,4,0,4,0,0
Bb:maj(b6)/b6,4,0,4,0,0
"G:7(#11,b9)",4,0,4,0,0
"Gb:(3,b5,b7)",4,0,4,0,0
Bb:maj9(#11)/5,4,0,4,0,0
E:maj(b1)/b1,4,0,4,0,0
"C:(3,b5,b7,#9)",4,0,4,0,0
E:maj(b9),4,0,0,4,0
Bb:maj/9,4,0,0,4,0
E/2,4,0,0,4,0
A/b3,4,0,0,4,0
C/6,4,0,0,4,0
F#:dim/b3,4,0,0,4,0
G:minmaj7/5,4,0,0,4,0
B:maj(*3),4,0,0,4,0
F/9,4,0,0,4,0
F:min/7,4,0,0,4,0
F:min/6,4,0,0,4,0
Ab/3,4,0,0,4,0
"E:(1,5)",4,0,0,4,0
Bb/7,4,0,0,4,0
"D:min7(2,*b3,4)",4,0,0,4,0
"D:(1,4)",4,0,0,4,0
"D#:(1,4)",4,0,0,4,0
"E:(1,4)",4,0,0,4,0
A:7(13),4,0,0,4,0
A:maj(*5),4,0,0,4,0
"Db:(3,#5,b7)",4,0,0,0,4
E:maj/b1,4,0,0,0,4
D:min/7,4,0,0,0,4
"Bb:(3,#5,7,9)",4,0,0,0,4
"Gb:(3,5,7,9,#11)",4,0,0,0,4
"D:(3,#5,7,9)",4,0,0,0,4
Ab:9/3,4,0,0,0,4
B:maj/b9,4,0,0,0,4
G:sus4/9,4,0,0,0,4
"C:(4,5,b7,9,11,13)",4,0,0,0,4
"Bb:(4,5,b7,9)",4,0,0,0,4
"A:(b5,b7,3)/b5",3,3,0,0,0
Ab:5/b7,3,3,0,0,0
Ab:maj6/4,3,3,0,0,0
G:7(b13),3,3,0,0,0
C#:sus2(b7),3,3,0,0,0
B:min(11)/7,3,3,0,0,0
B:maj/7,3,3,0,0,0
G:maj6(7),3,3,0,0,0
Eb:sus2,3,3,0,0,0
B:min(11)/4,3,3,0,0,0
B:min11,3,3,0,0,0
Eb:maj(#11),3,3,0,0,0
F:9/3,3,3,0,0,0
G:9/5,3,3,0,0,0
Db:aug,3,3,0,0,0
B:7(b9)/b2,3,3,0,0,0
D:maj9(13),3,3,0,0,0
F#:hdim7/b5,3,3,0,0,0
A:7(b9)/5,3,3,0,0,0
A:7(b9)/b7,3,3,0,0,0
Eb:maj7(#11)/3,3,3,0,0,0
B:5(b7),3,3,0,0,0
C:7(b9)/3,3,2,1,0,0
F:min(b13),3,3,0,0,0
D:min9/b7,3,1,2,0,0
A:9/3,3,3,0,0,0
Bb:minmaj7/7,3,3,0,0,0
E:7(b9)/4,3,3,0,0,0
"B:7(b9,b13)",3,3,0,0,0
F:7(#11),3,3,0,0,0
F:min11,3,3,0,0,0
E:dim/b5,3,3,0,0,0
Ab:maj(9)/6,3,3,0,0,0
Bb:min11/b7,3,3,0,0,0
A:9/5,3,1,1,1,0
F:min7(11),3,3,0,0,0
"A:(11,9)",3,3,0,0,0
E:7(#11),3,3,0,0,0
F:hdim7/b7,3,3,0,0,0
Db:maj6(9)/5,3,3,0,0,0
B:maj6/5,3,3,0,0,0
Eb:maj(b9),3,3,0,0,0
E:maj7(b1)/b1,3,0,3,0,0
Db:min6(9),3,0,3,0,0
Eb:aug(7),3,0,3,0,0
"B:sus4(b7,b9)",3,0,3,0,0
"D:maj9(11,13)",3,0,3,0,0
"Ab:9(11,13)/3",3,0,3,0,0
Gb:maj(#5)/#5,3,0,3,0,0
F:min9/b7,3,0,3,0,0
C:maj9/5,3,0,3,0,0
"Cb:(3,b5,b7,b9)",3,0,3,0,0
"D:(3,b5,b7,#9)",3,0,3,0,0
"Eb:aug(b7,b9)",3,0,3,0,0
Db:maj(#5)/#5,3,0,3,0,0
E:minmaj7/b3,3,0,3,0,0
F:aug(7),3,0,3,0,0
C#:9(#11),3,0,3,0,0
Db:min6(#9)/#9,3,0,3,0,0
G:dim7/b3,3,0,3,0,0
"C:7(b13,b9,11)",3,0,3,0,0
D#:7(#9),3,0,3,0,0
"C#:7(#11,b9)",3,0,3,0,0
C:min9/9,3,0,3,0,0
F#:maj9(#11),3,0,3,0,0
Bb:hdim7(9),3,0,3,0,0
G:min(b6)/b6,3,0,3,0,0
A:9/9,3,0,3,0,0
D:maj7/7,3,0,3,0,0
Bb:9/9,3,0,3,0,0
Eb:9/9,3,0,3,0,0
B:9/9,3,0,3,0,0
F:7(6)/6,3,0,3,0,0
D:maj(4)/4,3,0,3,0,0
G:hdim7(4)/4,3,0,3,0,0
G:min(9)/9,3,0,3,0,0
G:maj(b3)/3,3,0,3,0,0
C:minmaj7/7,3,0,3,0,0
G:sus4(b9)/b9,3,0,3,0,0
A:9(11),3,0,2,1,0
Gb:aug(b7),3,0,3,0,0
D:maj(b5)/b5,3,0,3,0,0
D#:min7/b7,3,0,3,0,0
"Bb:maj9(11,13)",3,0,3,0,0
Eb:maj(2)/3,3,0,3,0,0
F:min(4)/4,3,0,3,0,0
F:min9/9,3,0,3,0,0
F#:sus4/5,3,0,3,0,0
Eb:hdim7(#4)/#4,3,0,3,0,0
B:maj6(4)/4,3,0,3,0,0
B:7(b3)/b3,3,0,3,0,0
"Eb:7(#11,#9)",3,0,3,0,0
C:hdim7/b3,3,0,3,0,0
"G:(3,b5,b7,#9)",3,0,3,0,0
"E:aug(b7,9)",3,0,3,0,0
C:maj(b6)/b6,3,0,3,0,0
G:7(b9)/b7,3,0,3,0,0
Bb:dim7(5)/5,3,0,3,0,0
"F:7(#11,b9)",3,0,3,0,0
"G:9(b13,11)/3",3,0,3,0,0
F#:7(4),3,0,3,0,0
Bb:9/b7,3,0,3,0,0
G:dim7(9)/9,3,0,3,0,0
B:maj6(b9)/b9,3,0,3,0,0
"F:(b3,#5)",3,0,3,0,0
"G:(3,b5,b7,b9)",3,0,3,0,0
B:aug(9)/9,3,0,3,0,0
"F:maj9(#4,#11)/#4",3,0,3,0,0
G:sus4(2)/2,3,0,0,3,0
B:dim7/b9,3,0,0,3,0
Bb:dim7/5,3,0,0,3,0
F#:aug,3,0,0,3,0
F#:hdim7/b7,3,0,0,3,0
G:maj(*1)/5,3,0,0,3,0
"A:min7(*5,b6)",3,0,0,3,0
D:7/2,3,0,0,3,0
B:min(6),3,0,0,3,0
Cb,3,0,0,3,0
F#/4,3,0,0,3,0
F/7,3,0,0,3,0
A:sus4(2),3,0,0,3,0
E:dim7/b3,3,0,0,3,0
G:min6/4,3,0,0,0,3
Db:maj/#1,3,0,0,0,3
Ab:7/#4,3,0,0,0,3
"A:(b3,5,b7,9,11)",3,0,0,0,3
"D:(3,5,b7,9,11,13)",3,0,0,0,3
"F#:(3,5,b7,9,11,13)",3,0,0,0,3
"Bb:(3,5,6,9)",3,0,0,0,3
"F:(3,#5,7)",3,0,0,0,3
"Ab:(3,5,b7,b9)",3,0,0,0,3
"F:(3,5,b7,b9,11,b13)",3,0,0,0,3
Db:9/5,3,0,0,0,3
"A:(3,#5,7,9)",3,0,0,0,3
"E:(4,5,b7)/4",3,0,0,0,3
"Db:(3,#5,7,9)",3,0,0,0,3
"C:(3,#5,7,9)",3,0,0,0,3
"D:(3,5,7,9,#11)",3,0,0,0,3
G:sus2,2,2,0,0,0
Db:minmaj7/5,2,2,0,0,0
Db:sus2,2,2,0,0,0
"Fb:(3,7)",2,2,0,0,0
Ab:5/5,2,2,0,0,0
Ab:maj/b7,2,2,0,0,0
Ab:maj/6,2,2,0,0,0
Db:sus4(9),2,2,0,0,0
F:min9/4,2,2,0,0,0
E:hdim7/b3,2,2,0,0,0
B:dim(b13),2,2,0,0,0
"D:7(b9,#11)",2,2,0,0,0
F#:hdim7/b3,2,2,0,0,0
D:7(#11),2,2,0,0,0
B:maj/b4,2,2,0,0,0
A:min7(11),2,2,0,0,0
A:hdim7/b5,2,2,0,0,0
C:min(9)/5,2,2,0,0,0
F:sus2(b7),2,2,0,0,0
C:min6/2,2,2,0,0,0
D:maj6(7),2,2,0,0,0
D:min6(7),2,2,0,0,0
G:maj(11)/4,2,2,0,0,0
C:min/6,2,1,0,1,0
C#:min(11),2,2,0,0,0
B:min(11)/b7,2,2,0,0,0
"Eb:sus4(b7,9,#11)",2,2,0,0,0
C#:min11,2,2,0,0,0
F:sus2/3,2,2,0,0,0
A:maj(11)/b7,2,2,0,0,0
"Eb:sus4(b7,9)/5",2,2,0,0,0
F:maj7/4,2,2,0,0,0
C:maj6(7),2,2,0,0,0
F:dim/#4,2,2,0,0,0
D#:maj/b6,2,2,0,0,0
C:dim/7,2,2,0,0,0
"F#:(b5,b7,3)",2,2,0,0,0
"C:(b5,b7,3)",2,2,0,0,0
"Eb:(b5,b7,3)",2,2,0,0,0
"G:(b5,b7,3)",2,2,0,0,0
F#:7/b2,2,2,0,0,0
F#:min7(11),2,2,0,0,0
G#:min7(11),2,2,0,0,0
"Bb:sus4(b7,9,13)",2,2,0,0,0
Ab:min7/5,2,2,0,0,0
Db:min/5,2,1,1,0,0
"F:sus4(b7,9)/2",2,2,0,0,0
B:7(b9)/3,2,2,0,0,0
G:maj/#4,2,2,0,0,0
C:7(b9)/b2,2,2,0,0,0
Bb:min/2,2,2,0,0,0
Cb:maj9,2,2,0,0,0
Bb:9/3,2,2,0,0,0
Gb:min/3,2,2,0,0,0
Ab:maj6(b7),2,2,0,0,0
Eb:min6(#11),2,2,0,0,0
C#:dim7/b3,2,2,0,0,0
B:min11/b7,2,2,0,0,0
A#:1/1,2,2,0,0,0
Db:min(9),2,2,0,0,0
Gb:maj6(b7),2,2,0,0,0
Fb:5(b7),2,2,0,0,0
C:5(b7),2,2,0,0,0
C:5(13),2,2,0,0,0
Fb:maj7,2,2,0,0,0
A:maj6/3,2,2,0,0,0
C#:7/4,2,2,0,0,0
A:(b7)/b7,2,2,0,0,0
A:(13)/6,2,2,0,0,0
F:(3),2,2,0,0,0
E:min9/2,2,2,0,0,0
D:maj13,2,2,0,0,0
B:maj/2,2,2,0,0,0
B:maj6(b9),2,2,0,0,0
D:sus4(b7)/2,2,2,0,0,0
D:hdim7/b3,2,2,0,0,0
A:min(9)/b7,2,2,0,0,0
A:min(9)/6,2,2,0,0,0
A:min9(b13),2,2,0,0,0
F:maj(#11),2,2,0,0,0
B:maj7(b5)/b5,2,0,2,0,0
G:aug(7),2,0,2,0,0
"F:(3,b5,b7)",2,0,2,0,0
"C#:aug(b7,#9)",2,0,2,0,0
"Eb:(3,b5,b7,b9)",2,0,2,0,0
C:9/b7,2,0,2,0,0
C:min6(b7)/b7,2,0,2,0,0
B:maj(b9)/b9,2,0,2,0,0
"A:(b3,#5)",2,0,2,0,0
F:maj9(#11)/7,2,0,2,0,0
Db:aug(7)/3,2,0,2,0,0
C:maj(b9)/b9,2,0,2,0,0
Gb:minmaj7,2,0,2,0,0
"G:(3,b5,b7,9)",2,0,2,0,0
Eb:maj6(7)/6,2,0,2,0,0
D:maj9(#11)/3,2,0,2,0,0
E:maj9(#11)/3,2,0,2,0,0
C#:hdim7/b5,2,0,2,0,0
C:dim7(5)/5,2,0,2,0,0
A:maj(b9)/b9,2,0,2,0,0
Bb:hdim7/b7,2,0,2,0,0
"A:7(4,b9)/4",2,0,2,0,0
"A:7(11,#9,13)",2,0,2,0,0
E:7(#9)/5,2,0,2,0,0
A#:min9(11),2,0,2,0,0
"D#:7(11,b9,13)",2,0,2,0,0
"G#:9(11,13)",2,0,2,0,0
B:dim7(b9)/b9,2,0,2,0,0
F#:min6/b3,2,0,2,0,0
B:maj9/3,2,0,2,0,0
"Db:(3,b5,b7,9)",2,0,2,0,0
"A:9(11,13)/3",2,0,2,0,0
"G#:aug(b7,b9)",2,0,2,0,0
"A:maj7(#9,b9)",2,0,2,0,0
Bb:aug(7)/#5,2,0,2,0,0
A:hdim7(9),2,0,2,0,0
E:hdim7(9),2,0,2,0,0
D:minmaj7(9),2,0,2,0,0
"C#:(3,b5,b7,b9)",2,0,2,0,0
G:dim7(5)/5,2,0,2,0,0
Gb:dim7(#5)/#5,2,0,2,0,0
F:dim7(6)/6,2,0,2,0,0
"G#:maj(b4,9)/b4",2,0,2,0,0
F#:maj7/5,2,0,2,0,0
"C#:7(b13,b9,11)",2,0,2,0,0
G:maj9/3,2,0,2,0,0
"Gb:aug(b7,9)",2,0,2,0,0
C:maj6(7)/7,2,0,2,0,0
A:minmaj7(9),2,0,2,0,0
C:maj9/7,2,0,2,0,0
Db:min7(#6)/#6,2,0,2,0,0
"D#:(3,b5,b7,b9)",2,0,2,0,0
D:7(b5)/b5,2,0,2,0,0
"Db:aug(b7,#9)",2,0,2,0,0
G:maj7(4)/4,2,0,2,0,0
"Db:(3,b5,b7,b9)",2,0,2,0,0
F#:7(6)/6,2,0,2,0,0
D:dim7(5)/5,2,0,2,0,0
C:min6/5,2,0,2,0,0
E:maj(2)/3,2,0,2,0,0
F:maj(2)/3,2,0,2,0,0
"Ab:sus4(b7,b9)/5",2,0,2,0,0
D#:min6,2,0,2,0,0
F#:maj6(9),2,0,2,0,0
G:maj6(7)/7,2,0,2,0,0
Db:maj6/3,2,0,2,0,0
C:maj7(4)/4,2,0,2,0,0
Eb:sus4/4,2,0,2,0,0
Eb:sus4/5,2,0,2,0,0
Bb:min9/5,2,0,2,0,0
D:maj(9)/5,2,0,2,0,0
D:min(b1)/b1,2,0,2,0,0
"D#:sus4(b7,b9)",2,0,2,0,0
A:min6(4)/4,2,0,2,0,0
"B:9(11,b9,13)/b9",2,0,2,0,0
C#:7(b4)/b4,2,0,2,0,0
A:aug(b7)/3,2,0,2,0,0
F#:7(4)/4,2,0,2,0,0
Db:maj(#1)/#1,2,0,2,0,0
Db:maj(#9)/#9,2,0,2,0,0
Eb:maj(#5)/#5,2,0,2,0,0
Eb:7(6)/6,2,0,2,0,0
Eb:7(#5)/#5,2,0,2,0,0
Eb:maj(#4)/#4,2,0,2,0,0
F:hdim7(#4)/#4,2,0,2,0,0
E:min(b6),2,0,2,0,0
B:min(9)/9,2,0,2,0,0
E:min(9)/9,2,0,2,0,0
"Ab:aug(7,9)/9",2,0,2,0,0
"Ab:9(11,4,13)/3",2,0,2,0,0
F:minmaj7(9)/9,2,0,2,0,0
D:min(b6)/b6,2,0,2,0,0
D:maj(b6)/b6,2,0,2,0,0
"B:aug(b7,9)",2,0,2,0,0
"C:(3,b5,b7,b9,b13)/b6",2,0,2,0,0
B:minmaj7/b3,2,0,2,0,0
Eb:9(#11)/3,2,0,2,0,0
F:min9(11)/b3,2,0,2,0,0
Bb:aug(7)/7,2,0,2,0,0
Db:maj9/9,2,0,2,0,0
D:maj(b3)/b3,2,0,2,0,0
G:dim/b3,2,0,1,1,0
Eb:7(#4)/#4,2,0,2,0,0
"A:maj9(#11,b1)/b1",2,0,2,0,0
Ab:7(#4)/#4,2,0,2,0,0
Gb:min9/9,2,0,2,0,0
"D:sus4(b7,13,11,9)",2,0,2,0,0
G:hdim7(b9)/b9,2,0,2,0,0
Db:min(b6),2,0,2,0,0
D:maj6(9)/9,2,0,2,0,0
C:maj(#5)/#5,2,0,2,0,0
B:min9/9,2,0,2,0,0
Ab:aug(7),2,0,2,0,0
D#:maj6,2,0,2,0,0
"C:(b3,#5)",2,0,2,0,0
E:hdim7(4)/4,2,0,2,0,0
G:hdim7(9),2,0,2,0,0
"Db:(3,b5,b7)",2,0,2,0,0
C:maj(4)/4,2,0,2,0,0
Ab:maj(#5)/#5,2,0,2,0,0
"D:7(b13,b9,11)",2,0,2,0,0
Db:7(#9)/5,2,0,2,0,0
C:7(#9)/5,2,0,2,0,0
"Bb:9(11,13)/5",2,0,2,0,0
G:hdim7/b7,2,0,2,0,0
F:maj9(#4)/#4,2,0,2,0,0
"Db:maj9(11,13)",2,0,2,0,0
"E:9(b5,#11)/b5",2,0,2,0,0
"Gb:9(11,13)/3",2,0,2,0,0
"F:(3,b5,b7,#9)",2,0,2,0,0
A:aug/#5,2,0,0,2,0
D:min7(4)/5,2,0,0,2,0
F:maj(9)/6,2,0,0,2,0
C:maj(2),2,0,0,2,0
A/9,2,0,0,2,0
E/6,2,0,0,2,0
Bb:sus2(b7),2,0,0,2,0
A/7,2,0,0,2,0
C:dim7/2,2,0,0,2,0
A/4,2,0,0,2,0
B:hdim7/b3,2,0,0,2,0
B:aug/3,2,0,0,2,0
F#:min(b6)/5,2,0,0,2,0
G:9(*3),2,0,0,2,0
"C#:(1,5)",2,0,0,2,0
"C:(1,5)",2,0,0,2,0
C#:(1),2,0,0,2,0
Bb:(1),2,0,0,2,0
G:min(9)/b3,2,0,0,2,0
Db/2,2,0,0,2,0
"F:(1,5,9)",2,0,0,2,0
E:9(11),2,0,0,2,0
D:(*5),2,0,0,2,0
Eb:7/#5,2,0,0,2,0
B:(6),2,0,0,2,0
F:maj(*3),2,0,0,2,0
E:maj6/b7,2,0,0,2,0
"F#:(1,4,b7)",2,0,0,2,0
G:7/b2,2,0,0,2,0
G:7/2,2,0,0,2,0
A:min(2),2,0,0,2,0
E:min(*5),2,0,0,2,0
"F:(3,#5,b7,9,#11)",2,0,0,0,2
"Ab:(3,5,b7,9,11,b13)",2,0,0,0,2
"F:(3,5,b7,9,11,b13)",2,0,0,0,2
"E:(3,5,b7,9,11,13)",2,0,0,0,2
"Bb:(3,5,b7,9,11,b13)",2,0,0,0,2
"Bb:(3,5,b7,9,#11)",2,0,0,0,2
Fb:min7,2,0,0,0,2
E:maj/b3,2,0,0,0,2
Gb:maj/#9,2,0,0,0,2
"E:(3,5,7,#9)",2,0,0,0,2
"G:(3,5,7,9,#11)",2,0,0,0,2
Gb:maj/7,2,0,0,0,2
A:maj/b3,2,0,0,0,2
Db:aug/7,2,0,0,0,2
"Db:(3,5,b7,#9,#11)",2,0,0,0,2
"G:(3,#5,7,9)",2,0,0,0,2
"Ab:(3,#5,7)/3",2,0,0,0,2
"G:(4,5,b7,9)",2,0,0,0,2
"Bb:(3,5,7,9,#11)",2,0,0,0,2
"Ab:(3,#5,b7)",2,0,0,0,2
G:maj7(#9),1,1,0,0,0
E:min(9)/7,1,1,0,0,0
A:maj7/2,1,1,0,0,0
G:maj/b3,1,1,0,0,0
Gb:maj/b7,1,1,0,0,0
B:7(11),1,1,0,0,0
Bb:(3),1,1,0,0,0
D:(#5),1,1,0,0,0
D:maj/b3,1,1,0,0,0
B:min11/5,1,1,0,0,0
C#:min7/4,1,1,0,0,0
C#:hdim7/4,1,1,0,0,0
D:min6/2,1,1,0,0,0
G#:min/7,1,1,0,0,0
G#:min/bb7,1,1,0,0,0
B:maj/6,1,1,0,0,0
E:min6/2,1,1,0,0,0
F:7/2,1,1,0,0,0
G:min11/b3,1,1,0,0,0
F#:maj/b3,1,1,0,0,0
Eb:maj6(7),1,1,0,0,0
Eb:min7/4,1,1,0,0,0
D:5/5,1,1,0,0,0
F#:min/b8,1,1,0,0,0
F#:maj6/6,1,1,0,0,0
B:sus2(b7),1,1,0,0,0
"F#:sus4(b13,b7)",1,1,0,0,0
F#:7(b13),1,1,0,0,0
"B:min(11,9)",1,1,0,0,0
"E:min(11,9)",1,1,0,0,0
C:sus2(#11),1,1,0,0,0
D:sus4/b7,1,1,0,0,0
"Bb:(b5,b7,3)",1,1,0,0,0
C:sus4/7,1,1,0,0,0
G:sus4/2,1,1,0,0,0
D:min(11),1,1,0,0,0
"Eb:maj(9,#11)",1,1,0,0,0
Db:7/4,1,1,0,0,0
C:sus4/5,1,1,0,0,0
Ab:maj13,1,1,0,0,0
Cb:min6,1,1,0,0,0
Gb:maj6/5,1,1,0,0,0
Ab:maj6(7),1,1,0,0,0
Eb:min9/b7,1,1,0,0,0
Gb:13,1,1,0,0,0
Bb:maj6/b7,1,1,0,0,0
F:sus4(b7)/b7,1,1,0,0,0
Eb:maj7(#5),1,1,0,0,0
G:7/b5,1,1,0,0,0
D:min11/5,1,1,0,0,0
Db:dim/b3,1,1,0,0,0
A:7/2,1,1,0,0,0
A:7/6,1,1,0,0,0
F:(b3),1,1,0,0,0
"Bb:7(b9,b13)",1,1,0,0,0
F#:7/6,1,1,0,0,0
B:7/6,1,1,0,0,0
"E:(b5,b7,3)/b5",1,1,0,0,0
B:sus4(b7)/4,1,1,0,0,0
B:min7/b2,1,1,0,0,0
F:min6(9)/5,1,1,0,0,0
G:5(b7),1,1,0,0,0
E:(3)/3,1,1,0,0,0
Bb:maj13,1,1,0,0,0
F:maj9/4,1,1,0,0,0
F:maj(b3)/3,1,0,1,0,0
Bb:maj7(#4)/#4,1,0,1,0,0
F#:hdim7(4)/4,1,0,1,0,0
F:hdim7(9),1,0,1,0,0
F#:aug(7),1,0,1,0,0
C#:maj(b9)/b9,1,0,1,0,0
F#:min9(4)/4,1,0,1,0,0
F#:aug(b5)/b5,1,0,1,0,0
"Bb:aug(7,9)/9",1,0,1,0,0
"D:7(#11,#9)",1,0,1,0,0
"Db:7(#11,#9)",1,0,1,0,0
"C:7(#11,#9)",1,0,1,0,0
"C:7(b5,b9)/b5",1,0,1,0,0
C:aug/#5,1,0,1,0,0
D:maj7(b1)/b1,1,0,1,0,0
G:minmaj7(9)/9,1,0,1,0,0
"Db:7(11,b9,13)",1,0,1,0,0
"Db:aug(b7,9)",1,0,1,0,0
F:7(b9)/3,1,0,1,0,0
Bb:min9/b7,1,0,1,0,0
Gb:7(#6)/#6,1,0,1,0,0
D:min(9)/9,1,0,1,0,0
Gb:7(b9),1,0,1,0,0
D:hdim7(9),1,0,1,0,0
C:dim(7),1,0,1,0,0
C:min9/b3,1,0,1,0,0
Bb:maj(9)/5,1,0,1,0,0
Ab:minmaj7/7,1,0,1,0,0
B:7(4),1,0,1,0,0
E:7(b5)/b5,1,0,1,0,0
Ab:dim7(3)/3,1,0,1,0,0
"A:sus4(b7,b9)",1,0,1,0,0
Eb:dim7(5)/5,1,0,1,0,0
A:maj(b1)/b1,1,0,1,0,0
D:7(b9)/5,1,0,1,0,0
D:minmaj7/7,1,0,1,0,0
"G:7(4,b9)/4",1,0,1,0,0
"Bb:7(4,b9)/4",1,0,1,0,0
B:maj(b1)/b1,1,0,1,0,0
D:7(b6)/b6,1,0,1,0,0
F:dim7(b7)/b7,1,0,1,0,0
A:hdim7(4)/4,1,0,1,0,0
A#:9,1,0,1,0,0
"A#:9(11,13)",1,0,1,0,0
D#:9,1,0,1,0,0
"Db:7(b13,b9,11)",1,0,1,0,0
G#:maj6,1,0,1,0,0
"Bb:aug(b7,9)",1,0,1,0,0
A:maj6(9)/3,1,0,1,0,0
A:min6/b3,1,0,1,0,0
"G#:aug(b7,#9,b9)/b9",1,0,1,0,0
G:9(11),1,0,1,0,0
C:9(11),1,0,1,0,0
Gb:maj7/3,1,0,1,0,0
G#:min7/5,1,0,1,0,0
"F:9(11,b9,13)/b9",1,0,1,0,0
B:9(b5)/b5,1,0,1,0,0
"D:7(#11,b9)",1,0,1,0,0
"A:9(b13,11)/b7",1,0,1,0,0
Ab:min(4)/4,1,0,1,0,0
A:min(b6)/b6,1,0,1,0,0
G#:7(b4)/b4,1,0,1,0,0
A:min6(9),1,0,1,0,0
Ab:maj(2)/3,1,0,1,0,0
Gb:maj(2)/3,1,0,1,0,0
"Ab:sus4(b7,b9)/4",1,0,1,0,0
G#:maj9,1,0,1,0,0
G:maj(4)/3,1,0,1,0,0
C:min6(9)/9,1,0,1,0,0
"D:(2,5)",1,0,1,0,0
E:sus4(b7)/4,1,0,1,0,0
A:min9(11)/b7,1,0,1,0,0
A:sus4(6)/6,1,0,1,0,0
F#:maj(b1)/b1,1,0,1,0,0
Ab:7(#6)/#6,1,0,1,0,0
B:min(b6),1,0,1,0,0
D:9/3,1,0,1,0,0
Bb:aug(b7)/3,1,0,1,0,0
D:7(4)/4,1,0,1,0,0
Gb:maj9/9,1,0,1,0,0
A:7(6)/6,1,0,1,0,0
E:maj6/5,1,0,1,0,0
G:maj9/7,1,0,1,0,0
"F#:(3,b5,b7,#9)",1,0,1,0,0
Cb:maj/3,1,0,1,0,0
C:min(b5)/b5,1,0,1,0,0
Bb:7(4)/4,1,0,1,0,0
G:7(4)/4,1,0,1,0,0
E:min7(b1)/b1,1,0,1,0,0
E:min7(bb7)/bb7,1,0,1,0,0
Ab:maj(#9)/#9,1,0,1,0,0
F#:min6/6,1,0,1,0,0
B:min7(bb3)/bb3,1,0,1,0,0
C:maj6/6,1,0,1,0,0
D#:(5),1,0,1,0,0
"E:sus4(b7,13,11,9)/4",1,0,1,0,0
"Gb:(2,5)",1,0,1,0,0
D:min(4)/b3,1,0,1,0,0
C#:minmaj7,1,0,1,0,0
Cb:maj9(#11),1,0,1,0,0
"B:(3,b5,b7,b9)",1,0,1,0,0
"Eb:aug(b7,9)",1,0,1,0,0
F#:maj7/3,1,0,1,0,0
"D:aug(b7,9)",1,0,1,0,0
G:aug(7)/7,1,0,1,0,0
"E:(3,b5,b7,b9)",1,0,1,0,0
E:7(b9)/b9,1,0,1,0,0
"C:9(b13,11)/3",1,0,1,0,0
Eb:maj9(#11)/3,1,0,1,0,0
"Bb:7(11,4,b9,13)/4",1,0,1,0,0
Ab:maj7(#5)/5,1,0,1,0,0
A:min7(b9)/b9,1,0,1,0,0
"Ab:7(#11,b9)",1,0,1,0,0
"Eb:9(13,#11)",1,0,1,0,0
B:min9/b7,1,0,1,0,0
