Chord,Total_Count,billboard,ireal-pro,isophonics,weimar-jazz
F#:maj9(#11),3,0,3,0,0
Bb:hdim7(9),3,0,3,0,0
G:min(b6)/b6,3,0,3,0,0
A:9/9,3,0,3,0,0
D:maj7/7,3,0,3,0,0
Bb:9/9,3,0,3,0,0
Eb:9/9,3,0,3,0,0
B:9/9,3,0,3,0,0
F:7(6)/6,3,0,3,0,0
D:maj(4)/4,3,0,3,0,0
G:hdim7(4)/4,3,0,3,0,0
G:min(9)/9,3,0,3,0,0
G:maj(b3)/3,3,0,3,0,0
C:minmaj7/7,3,0,3,0,0
G:sus4(b9)/b9,3,0,3,0,0
A:9(11),3,0,2,1,0
Gb:aug(b7),3,0,3,0,0
D:maj(#11)/b5,3,0,3,0,0
D#:min7/b7,3,0,3,0,0
"Bb:maj9(11,13)",3,0,3,0,0
Eb:maj(2)/3,3,0,3,0,0
F:min(4)/4,3,0,3,0,0
F:min9/9,3,0,3,0,0
F#:sus4/5,3,0,3,0,0
Eb:hdim7(#4)/#4,3,0,3,0,0
B:maj6(4)/4,3,0,3,0,0
B:7(b3)/b3,3,0,3,0,0
"Eb:7(#11,#9)",3,0,3,0,0
C:hdim7/b3,3,0,3,0,0
"G:7(#9,#11)",3,0,3,0,0
"E:aug(b7,9)",3,0,3,0,0
C:maj(b6)/b6,3,0,3,0,0
G:7(b9)/b7,3,0,3,0,0
Bb:dim7(5)/5,3,0,3,0,0
"F:7(#11,b9)",3,0,3,0,0
"G:9(b13,11)/3",3,0,3,0,0
F#:7(4),3,0,3,0,0
Bb:9/b7,3,0,3,0,0
G:dim7(9)/9,3,0,3,0,0
B:maj6(b9)/b9,3,0,3,0,0
"G:7(b9,#11)",3,0,3,0,0
B:aug(9)/9,3,0,3,0,0
"F:maj9(#4,#11)/#4",3,0,3,0,0
G:sus4(2)/2,3,0,0,3,0
B:dim7/b9,3,0,0,3,0
Bb:dim7/5,3,0,0,3,0
F#:aug,3,0,0,3,0
F#:hdim7/b7,3,0,0,3,0
"A:min7(5,b6)",3,0,0,3,0
D:7/2,3,0,0,3,0
B:min(6),3,0,0,3,0
F#:maj/4,3,0,0,3,0
A:sus4(2),3,0,0,3,0
E:dim7/b3,3,0,0,3,0
G:min6/4,3,0,0,0,3
Db:maj/#1,3,0,0,0,3
Ab:7/#4,3,0,0,0,3
"A:min7(9,11)",3,0,0,0,3
"D:7(9,11,13)",3,0,0,0,3
"F#:7(9,11,13)",3,0,0,0,3
"Bb:maj(6,9)",3,0,0,0,3
"F:7(b9,11,b13)",3,0,0,0,3
Db:9/5,3,0,0,0,3
A:aug(9),3,0,0,0,3
E:sus4/4,3,0,0,0,3
Db:aug(9),3,0,0,0,3
C:aug(9),3,0,0,0,3
"D:maj7(9,#11)",3,0,0,0,3
G:sus2,2,2,0,0,0
Db:minmaj7/5,2,2,0,0,0
Db:sus2,2,2,0,0,0
Ab:5/5,2,2,0,0,0
Ab:maj/6,2,2,0,0,0
Db:sus4(9),2,2,0,0,0
F:min9/4,2,2,0,0,0
E:hdim7/b3,2,2,0,0,0
B:dim(b13),2,2,0,0,0
F#:hdim7/b3,2,2,0,0,0
B:maj/b4,2,2,0,0,0
A:min7(11),2,2,0,0,0
A:hdim7/b5,2,2,0,0,0
C:min(9)/5,2,2,0,0,0
F:sus2(b7),2,2,0,0,0
C:min6/2,2,2,0,0,0
D:maj6(7),2,2,0,0,0
D:min6(7),2,2,0,0,0
G:maj(11)/4,2,2,0,0,0
C:min/6,2,1,0,1,0
C#:min(11),2,2,0,0,0
B:min(11)/b7,2,2,0,0,0
"Eb:sus4(b7,9,#11)",2,2,0,0,0
C#:min11,2,2,0,0,0
F:sus2/3,2,2,0,0,0
A:maj(11)/b7,2,2,0,0,0
"Eb:sus4(b7,9)/5",2,2,0,0,0
F:maj7/4,2,2,0,0,0
C:maj6(7),2,2,0,0,0
F:dim/#4,2,2,0,0,0
D#:maj/b6,2,2,0,0,0
C:dim/7,2,2,0,0,0
F#:7/b2,2,2,0,0,0
F#:min7(11),2,2,0,0,0
G#:min7(11),2,2,0,0,0
"Bb:sus4(b7,9,13)",2,2,0,0,0
Ab:min7/5,2,2,0,0,0
Db:min/5,2,1,1,0,0
"F:sus4(b7,9)/2",2,2,0,0,0
B:7(b9)/3,2,2,0,0,0
C:7(b9)/b2,2,2,0,0,0
Bb:min/2,2,2,0,0,0
Bb:9/3,2,2,0,0,0
Gb:min/3,2,2,0,0,0
Ab:maj6(b7),2,2,0,0,0
Eb:min6(#11),2,2,0,0,0
C#:dim7/b3,2,2,0,0,0
B:min11/b7,2,2,0,0,0
A#:1/1,2,2,0,0,0
Db:min(9),2,2,0,0,0
Gb:maj6(b7),2,2,0,0,0
C:5(b7),2,2,0,0,0
C:5(13),2,2,0,0,0
A:maj6/3,2,2,0,0,0
C#:7/4,2,2,0,0,0
A:maj(13)/6,2,2,0,0,0
E:min9/2,2,2,0,0,0
E:7(#11)/b5,2,1,1,0,0
D:maj13,2,2,0,0,0
B:maj6(b9),2,2,0,0,0
D:sus4(b7)/2,2,2,0,0,0
D:hdim7/b3,2,2,0,0,0
A:min(9)/b7,2,2,0,0,0
A:min(9)/6,2,2,0,0,0
A:min9(b13),2,2,0,0,0
F:maj(#11),2,2,0,0,0
B:maj7(#11)/b5,2,0,2,0,0
G:aug(7),2,0,2,0,0
"C#:aug(b7,#9)",2,0,2,0,0
"Eb:7(b9,#11)",2,0,2,0,0
C:9/b7,2,0,2,0,0
C:min6(b7)/b7,2,0,2,0,0
B:maj(b9)/b9,2,0,2,0,0
F:maj9(#11)/7,2,0,2,0,0
Db:aug(7)/3,2,0,2,0,0
C:maj(b9)/b9,2,0,2,0,0
Gb:minmaj7,2,0,2,0,0
Eb:maj6(7)/6,2,0,2,0,0
D:maj9(#11)/3,2,0,2,0,0
E:maj9(#11)/3,2,0,2,0,0
C#:hdim7/b5,2,0,2,0,0
C:dim7(5)/5,2,0,2,0,0
A:maj(b9)/b9,2,0,2,0,0
Bb:hdim7/b7,2,0,2,0,0
"A:7(4,b9)/4",2,0,2,0,0
"A:7(11,#9,13)",2,0,2,0,0
E:7(#9)/5,2,0,2,0,0
A#:min9(11),2,0,2,0,0
"D#:7(11,b9,13)",2,0,2,0,0
"G#:9(11,13)",2,0,2,0,0
B:dim7(b9)/b9,2,0,2,0,0
F#:min6/b3,2,0,2,0,0
B:maj9/3,2,0,2,0,0
"A:9(11,13)/3",2,0,2,0,0
"G#:aug(b7,b9)",2,0,2,0,0
"A:maj7(#9,b9)",2,0,2,0,0
Bb:aug(7)/#5,2,0,2,0,0
A:hdim7(9),2,0,2,0,0
E:hdim7(9),2,0,2,0,0
D:minmaj7(9),2,0,2,0,0
"C#:7(b9,#11)",2,0,2,0,0
G:dim7(5)/5,2,0,2,0,0
Gb:dim7(#5)/#5,2,0,2,0,0
F:dim7(6)/6,2,0,2,0,0
"G#:maj(b4,9)/b4",2,0,2,0,0
F#:maj7/5,2,0,2,0,0
"C#:7(b13,b9,11)",2,0,2,0,0
G:maj9/3,2,0,2,0,0
"Gb:aug(b7,9)",2,0,2,0,0
C:maj6(7)/7,2,0,2,0,0
A:minmaj7(9),2,0,2,0,0
C:maj9/7,2,0,2,0,0
Db:min7(#6)/#6,2,0,2,0,0
"D#:7(b9,#11)",2,0,2,0,0
D:7(#11)/b5,2,0,2,0,0
"Db:aug(b7,#9)",2,0,2,0,0
G:maj7(4)/4,2,0,2,0,0
"Db:7(b9,#11)",2,0,2,0,0
F#:7(6)/6,2,0,2,0,0
D:dim7(5)/5,2,0,2,0,0
C:min6/5,2,0,2,0,0
E:maj(2)/3,2,0,2,0,0
F:maj(2)/3,2,0,2,0,0
"Ab:sus4(b7,b9)/5",2,0,2,0,0
D#:min6,2,0,2,0,0
F#:maj6(9),2,0,2,0,0
G:maj6(7)/7,2,0,2,0,0
Db:maj6/3,2,0,2,0,0
C:maj7(4)/4,2,0,2,0,0
Eb:sus4/4,2,0,2,0,0
Eb:sus4/5,2,0,2,0,0
Bb:min9/5,2,0,2,0,0
D:maj(9)/5,2,0,2,0,0
D:min(b1)/b1,2,0,2,0,0
"D#:sus4(b7,b9)",2,0,2,0,0
A:min6(4)/4,2,0,2,0,0
"B:9(11,b9,13)/b9",2,0,2,0,0
C#:7(b4)/b4,2,0,2,0,0
A:aug(b7)/3,2,0,2,0,0
F#:7(4)/4,2,0,2,0,0
Db:maj(#1)/#1,2,0,2,0,0
Db:maj(#9)/#9,2,0,2,0,0
Eb:maj(#5)/#5,2,0,2,0,0
Eb:7(6)/6,2,0,2,0,0
Eb:7(#5)/#5,2,0,2,0,0
Eb:maj(#4)/#4,2,0,2,0,0
F:hdim7(#4)/#4,2,0,2,0,0
E:min(b6),2,0,2,0,0
B:min(9)/9,2,0,2,0,0
E:min(9)/9,2,0,2,0,0
"Ab:aug(7,9)/9",2,0,2,0,0
"Ab:9(11,4,13)/3",2,0,2,0,0
F:minmaj7(9)/9,2,0,2,0,0
D:min(b6)/b6,2,0,2,0,0
D:maj(b6)/b6,2,0,2,0,0
"B:aug(b7,9)",2,0,2,0,0
"C:7(b9,b13,#11)/b6",2,0,2,0,0
B:minmaj7/b3,2,0,2,0,0
Eb:9(#11)/3,2,0,2,0,0
F:min9(11)/b3,2,0,2,0,0
Bb:aug(7)/7,2,0,2,0,0
Db:maj9/9,2,0,2,0,0
D:maj(b3)/b3,2,0,2,0,0
G:dim/b3,2,0,1,1,0
Eb:7(#4)/#4,2,0,2,0,0
"A:maj9(#11,b1)/b1",2,0,2,0,0
Ab:7(#4)/#4,2,0,2,0,0
Gb:min9/9,2,0,2,0,0
"D:sus4(b7,13,11,9)",2,0,2,0,0
G:hdim7(b9)/b9,2,0,2,0,0
Db:min(b6),2,0,2,0,0
D:maj6(9)/9,2,0,2,0,0
C:maj(#5)/#5,2,0,2,0,0
B:min9/9,2,0,2,0,0
Ab:aug(7),2,0,2,0,0
D#:maj6,2,0,2,0,0
E:hdim7(4)/4,2,0,2,0,0
G:hdim7(9),2,0,2,0,0
C:maj(4)/4,2,0,2,0,0
Ab:maj(#5)/#5,2,0,2,0,0
"D:7(b13,b9,11)",2,0,2,0,0
Db:7(#9)/5,2,0,2,0,0
C:7(#9)/5,2,0,2,0,0
"Bb:9(11,13)/5",2,0,2,0,0
G:hdim7/b7,2,0,2,0,0
F:maj9(#4)/#4,2,0,2,0,0
"Db:maj9(11,13)",2,0,2,0,0
E:9(#11)/b5,2,0,2,0,0
"Gb:9(11,13)/3",2,0,2,0,0
"F:7(#9,#11)",2,0,2,0,0
A:aug/#5,2,0,0,2,0
D:min7(4)/5,2,0,0,2,0
F:maj(9)/6,2,0,0,2,0
C:maj(2),2,0,0,2,0
E:maj/6,2,0,0,2,0
Bb:sus2(b7),2,0,0,2,0
C:dim7/2,2,0,0,2,0
D:sus4(9),2,0,0,2,0
B:hdim7/b3,2,0,0,2,0
B:aug/3,2,0,0,2,0
F#:min(b6)/5,2,0,0,2,0
G:9(3),2,0,0,2,0
G:min(9)/b3,2,0,0,2,0
F:5(9),2,0,0,2,0
E:9(11),2,0,0,2,0
Eb:7/#5,2,0,0,2,0
B:maj(6),2,0,0,2,0
F:maj(3),2,0,0,2,0
E:maj6/b7,2,0,0,2,0
G:7/b2,2,0,0,2,0
G:7/2,2,0,0,2,0
A:min(2),2,0,0,2,0
E:min(5),2,0,0,2,0
"F:aug(9,#11)",2,0,0,0,2
"Ab:7(9,11,b13)",2,0,0,0,2
"F:7(9,11,b13)",2,0,0,0,2
"E:7(9,11,13)",2,0,0,0,2
"Bb:7(9,11,b13)",2,0,0,0,2
"Bb:7(9,#11)",2,0,0,0,2
E:maj/b3,2,0,0,0,2
Gb:maj/#9,2,0,0,0,2
E:maj7(#9),2,0,0,0,2
"G:maj7(9,#11)",2,0,0,0,2
Gb:maj/7,2,0,0,0,2
Db:aug/7,2,0,0,0,2
"Db:7(#9,#11)",2,0,0,0,2
G:aug(9),2,0,0,0,2
Ab:aug/3,2,0,0,0,2
"Bb:maj7(9,#11)",2,0,0,0,2
G:maj7(#9),1,1,0,0,0
E:min(9)/7,1,1,0,0,0
A:maj7/2,1,1,0,0,0
G:maj/b3,1,1,0,0,0
Gb:maj/b7,1,1,0,0,0
B:7(11),1,1,0,0,0
D:maj/b3,1,1,0,0,0
B:min11/5,1,1,0,0,0
C#:min7/4,1,1,0,0,0
C#:hdim7/4,1,1,0,0,0
D:min6/2,1,1,0,0,0
G#:min/7,1,1,0,0,0
G#:min/bb7,1,1,0,0,0
E:min6/2,1,1,0,0,0
F:7/2,1,1,0,0,0
G:min11/b3,1,1,0,0,0
F#:maj/b3,1,1,0,0,0
Eb:maj6(7),1,1,0,0,0
Eb:min7/4,1,1,0,0,0
F#:min/b8,1,1,0,0,0
F#:maj6/6,1,1,0,0,0
B:sus2(b7),1,1,0,0,0
"F#:sus4(b13,b7)",1,1,0,0,0
F#:7(b13),1,1,0,0,0
"B:min(11,9)",1,1,0,0,0
"E:min(11,9)",1,1,0,0,0
C:sus2(#11),1,1,0,0,0
D:sus4/b7,1,1,0,0,0
C:sus4/7,1,1,0,0,0
G:sus4/2,1,1,0,0,0
D:min(11),1,1,0,0,0
"Eb:maj(9,#11)",1,1,0,0,0
Db:7/4,1,1,0,0,0
C:sus4/5,1,1,0,0,0
Ab:maj13,1,1,0,0,0
Gb:maj6/5,1,1,0,0,0
Ab:maj6(7),1,1,0,0,0
Eb:min9/b7,1,1,0,0,0
Gb:13,1,1,0,0,0
Bb:maj6/b7,1,1,0,0,0
F:sus4(b7)/b7,1,1,0,0,0
Eb:maj7(#5),1,1,0,0,0
G:7/b5,1,1,0,0,0
D:min11/5,1,1,0,0,0
Db:dim/b3,1,1,0,0,0
A:7/2,1,1,0,0,0
A:7/6,1,1,0,0,0
"Bb:7(b9,b13)",1,1,0,0,0
F#:7/6,1,1,0,0,0
B:7/6,1,1,0,0,0
B:sus4(b7)/4,1,1,0,0,0
B:min7/b2,1,1,0,0,0
F:min6(9)/5,1,1,0,0,0
G:5(b7),1,1,0,0,0
Bb:maj13,1,1,0,0,0
F:maj9/4,1,1,0,0,0
F:maj(b3)/3,1,0,1,0,0
Bb:maj7(#4)/#4,1,0,1,0,0
F#:hdim7(4)/4,1,0,1,0,0
F:hdim7(9),1,0,1,0,0
F#:aug(7),1,0,1,0,0
C#:maj(b9)/b9,1,0,1,0,0
F#:min9(4)/4,1,0,1,0,0
F#:aug(b5)/b5,1,0,1,0,0
"Bb:aug(7,9)/9",1,0,1,0,0
"D:7(#11,#9)",1,0,1,0,0
"Db:7(#11,#9)",1,0,1,0,0
"C:7(#11,#9)",1,0,1,0,0
"C:7(b9,#11)/b5",1,0,1,0,0
C:aug/#5,1,0,1,0,0
D:maj7(b1)/b1,1,0,1,0,0
G:minmaj7(9)/9,1,0,1,0,0
"Db:7(11,b9,13)",1,0,1,0,0
"Db:aug(b7,9)",1,0,1,0,0
F:7(b9)/3,1,0,1,0,0
Bb:min9/b7,1,0,1,0,0
Gb:7(#6)/#6,1,0,1,0,0
D:min(9)/9,1,0,1,0,0
Gb:7(b9),1,0,1,0,0
D:hdim7(9),1,0,1,0,0
C:dim(7),1,0,1,0,0
C:min9/b3,1,0,1,0,0
Bb:maj(9)/5,1,0,1,0,0
Ab:minmaj7/7,1,0,1,0,0
B:7(4),1,0,1,0,0
Ab:dim7(3)/3,1,0,1,0,0
"A:sus4(b7,b9)",1,0,1,0,0
Eb:dim7(5)/5,1,0,1,0,0
A:maj(b1)/b1,1,0,1,0,0
D:7(b9)/5,1,0,1,0,0
D:minmaj7/7,1,0,1,0,0
"G:7(4,b9)/4",1,0,1,0,0
"Bb:7(4,b9)/4",1,0,1,0,0
B:maj(b1)/b1,1,0,1,0,0
D:7(b6)/b6,1,0,1,0,0
F:dim7(b7)/b7,1,0,1,0,0
A:hdim7(4)/4,1,0,1,0,0
A#:9,1,0,1,0,0
"A#:9(11,13)",1,0,1,0,0
D#:9,1,0,1,0,0
"Db:7(b13,b9,11)",1,0,1,0,0
G#:maj6,1,0,1,0,0
"Bb:aug(b7,9)",1,0,1,0,0
A:maj6(9)/3,1,0,1,0,0
A:min6/b3,1,0,1,0,0
"G#:aug(b7,#9,b9)/b9",1,0,1,0,0
G:9(11),1,0,1,0,0
C:9(11),1,0,1,0,0
Gb:maj7/3,1,0,1,0,0
G#:min7/5,1,0,1,0,0
"F:9(11,b9,13)/b9",1,0,1,0,0
B:9(#11)/b5,1,0,1,0,0
"D:7(#11,b9)",1,0,1,0,0
"A:9(b13,11)/b7",1,0,1,0,0
Ab:min(4)/4,1,0,1,0,0
A:min(b6)/b6,1,0,1,0,0
G#:7(b4)/b4,1,0,1,0,0
A:min6(9),1,0,1,0,0
Ab:maj(2)/3,1,0,1,0,0
Gb:maj(2)/3,1,0,1,0,0
"Ab:sus4(b7,b9)/4",1,0,1,0,0
G#:maj9,1,0,1,0,0
G:maj(4)/3,1,0,1,0,0
C:min6(9)/9,1,0,1,0,0
E:sus4(b7)/4,1,0,1,0,0
A:min9(11)/b7,1,0,1,0,0
A:sus4(6)/6,1,0,1,0,0
F#:maj(b1)/b1,1,0,1,0,0
Ab:7(#6)/#6,1,0,1,0,0
B:min(b6),1,0,1,0,0
D:9/3,1,0,1,0,0
Bb:aug(b7)/3,1,0,1,0,0
D:7(4)/4,1,0,1,0,0
Gb:maj9/9,1,0,1,0,0
A:7(6)/6,1,0,1,0,0
E:maj6/5,1,0,1,0,0
G:maj9/7,1,0,1,0,0
"F#:7(#9,#11)",1,0,1,0,0
C:min(b5)/b5,1,0,1,0,0
Bb:7(4)/4,1,0,1,0,0
G:7(4)/4,1,0,1,0,0
E:min7(b1)/b1,1,0,1,0,0
E:min7(bb7)/bb7,1,0,1,0,0
Ab:maj(#9)/#9,1,0,1,0,0
F#:min6/6,1,0,1,0,0
B:min7(bb3)/bb3,1,0,1,0,0
C:maj6/6,1,0,1,0,0
D#:5,1,0,1,0,0
"E:sus4(b7,13,11,9)/4",1,0,1,0,0
D:min(4)/b3,1,0,1,0,0
C#:minmaj7,1,0,1,0,0
"Eb:aug(b7,9)",1,0,1,0,0
F#:maj7/3,1,0,1,0,0
"D:aug(b7,9)",1,0,1,0,0
G:aug(7)/7,1,0,1,0,0
"E:7(b9,#11)",1,0,1,0,0
E:7(b9)/b9,1,0,1,0,0
"C:9(b13,11)/3",1,0,1,0,0
Eb:maj9(#11)/3,1,0,1,0,0
"Bb:7(11,4,b9,13)/4",1,0,1,0,0
Ab:maj7(#5)/5,1,0,1,0,0
A:min7(b9)/b9,1,0,1,0,0
"Ab:7(#11,b9)",1,0,1,0,0
"Eb:9(13,#11)",1,0,1,0,0
B:min9/b7,1,0,1,0,0
"G:min9(11,4)/4",1,0,1,0,0
"F#:min9(11,4)/4",1,0,1,0,0
"E:9(b13,11)/3",1,0,1,0,0
G:maj(b3)/b3,1,0,1,0,0
B:min6(9)/9,1,0,1,0,0
C:maj(#1)/#1,1,0,1,0,0
"B:maj7(#9,b9)",1,0,1,0,0
F#:maj9,1,0,1,0,0
C:7(4)/4,1,0,1,0,0
E:7(#9)/3,1,0,1,0,0
D:maj(#5)/#5,1,0,1,0,0
Gb:aug(7),1,0,1,0,0
C:9/9,1,0,1,0,0
Gb:maj6(9)/9,1,0,1,0,0
F:maj6(9)/9,1,0,1,0,0
Bb:sus2/5,1,0,1,0,0
F#:maj(4)/4,1,0,1,0,0
Bb:maj(#1)/#1,1,0,1,0,0
D#:maj(#11)/b5,1,0,1,0,0
C#:maj(b6)/b6,1,0,1,0,0
Ab:aug(9)/9,1,0,1,0,0
Bb:dim(3)/3,1,0,1,0,0
A:min7(b6)/b6,1,0,1,0,0
"C#:aug(b7,9)",1,0,1,0,0
A:min9/9,1,0,1,0,0
"Eb:7(#11,b9)",1,0,1,0,0
"D:7(b9,b13,#11)/b6",1,0,1,0,0
E:min9(11)/b7,1,0,1,0,0
A:maj9(#11)/7,1,0,1,0,0
C#:maj9(#11),1,0,1,0,0
D:maj9(#11)/9,1,0,1,0,0
"E:7(#11,b9)",1,0,1,0,0
D:maj(3),1,0,0,1,0
A:min7(b3),1,0,0,1,0
D:min7(b3),1,0,0,1,0
B:maj/9,1,0,0,1,0
A:maj/b6,1,0,0,1,0
C:maj(4),1,0,0,1,0
Bb:dim7/7,1,0,0,1,0
E:min(2),1,0,0,1,0
E:maj/b6,1,0,0,1,0
A:min(5),1,0,0,1,0
C#:maj/3,1,0,0,1,0
F#:dim/b7,1,0,0,1,0
C#:min/4,1,0,0,1,0
"E:aug(9,11)",1,0,0,1,0
G:maj(b6),1,0,0,1,0
A:maj(2),1,0,0,1,0
E:sus4/5,1,0,0,1,0
Bb:min(9),1,0,0,1,0
B:sus2,1,0,0,1,0
F:min/3,1,0,0,1,0
A:dim7/b3,1,0,0,1,0
Eb:maj(13),1,0,0,1,0
E:min/7,1,0,0,1,0
Bb:dim/5,1,0,0,1,0
C#:min/6,1,0,0,1,0
E:min7/4,1,0,0,1,0
Db:maj/#4,1,0,0,1,0
D:min7/7,1,0,0,1,0
C:min7/4,1,0,0,1,0
Bb:7/2,1,0,0,1,0
G:maj(6),1,0,0,1,0
E:maj/#4,1,0,0,1,0
"A:7(5,13)",1,0,0,1,0
F:maj9(7),1,0,0,1,0
G:min(4),1,0,0,1,0
E:sus4(2),1,0,0,1,0
"G:9(3,11)",1,0,0,1,0
E:min(3)/5,1,0,0,1,0
C#:maj7(#11),1,0,0,1,0
E:min(5)/b7,1,0,0,1,0
E:min(b3)/5,1,0,0,1,0
C:maj7(5),1,0,0,1,0
E:min7(5)/b7,1,0,0,1,0
E:sus2(b6),1,0,0,1,0
"Bb:7(#9,11,13)",1,0,0,0,1
"Eb:7(9,11,13)",1,0,0,0,1
Ab:aug(9),1,0,0,0,1
"Eb:maj7(#9,#11)",1,0,0,0,1
"Db:maj7(9,#11)",1,0,0,0,1
F:maj7/#4,1,0,0,0,1
"Ab:maj(6,9)",1,0,0,0,1
"A:7(9,#11)",1,0,0,0,1
F:7/9,1,0,0,0,1
F:7/#4,1,0,0,0,1
"A:maj7(9,#11)/b1",1,0,0,0,1
"Db:min(6,9)/5",1,0,0,0,1
"Db:min(6,9)/1",1,0,0,0,1
"Eb:min7(9,11)",1,0,0,0,1
"Db:sus4(9,11,13)",1,0,0,0,1
"G:7(#9,11,13)",1,0,0,0,1
"Ab:7(9,11)",1,0,0,0,1
A#:7(b9),1,0,0,0,1
"D#:7(9,11,13)",1,0,0,0,1
C#:sus4(9),1,0,0,0,1
"Ab:7(9,11,13)",1,0,0,0,1
G:min7(b9),1,0,0,0,1
"Eb:maj(6,9)",1,0,0,0,1
